Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change %
2023-12-21 00:00:00-05:00,4724.290039,4748.709961,4708.350098,4746.75,3431180000,0,0,0
2023-12-22 00:00:00-05:00,4753.919922,4772.939941,4736.77002,4754.629883,3046770000,0,0,0.166005853
2023-12-26 00:00:00-05:00,4758.859863,4784.720215,4758.450195,4774.75,2513910000,0,0,0.423168947
2023-12-27 00:00:00-05:00,4773.450195,4785.390137,4768.899902,4781.580078,2748450000,0,0,0.143045775
2023-12-28 00:00:00-05:00,4786.439941,4793.299805,4780.97998,4783.350098,2698860000,0,0,0.037017461
2023-12-29 00:00:00-05:00,4782.879883,4788.430176,4751.990234,4769.830078,3126060000,0,0,-0.282647501
2024-01-02 00:00:00-05:00,4745.200195,4754.330078,4722.669922,4742.830078,3743050000,0,0,-0.566057901
2024-01-03 00:00:00-05:00,4725.069824,4729.290039,4699.709961,4704.810059,3950760000,0,0,-0.801631492
2024-01-04 00:00:00-05:00,4697.419922,4726.779785,4687.529785,4688.680176,3715480000,0,0,-0.34283813
2024-01-05 00:00:00-05:00,4690.569824,4721.490234,4682.109863,4697.240234,3844370000,0,0,0.182568618
2024-01-08 00:00:00-05:00,4703.700195,4764.540039,4699.819824,4763.540039,3742320000,0,0,1.411462931
2024-01-09 00:00:00-05:00,4741.930176,4765.470215,4730.350098,4756.5,3529960000,0,0,-0.147790068
2024-01-10 00:00:00-05:00,4759.939941,4790.799805,4756.200195,4783.450195,3498680000,0,0,0.566597189
2024-01-11 00:00:00-05:00,4792.129883,4798.5,4739.580078,4780.240234,3759890000,0,0,-0.067105558
2024-01-12 00:00:00-05:00,4791.180176,4802.399902,4768.97998,4783.830078,3486340000,0,0,0.075097559
2024-01-16 00:00:00-05:00,4772.350098,4782.339844,4747.120117,4765.97998,4260550000,0,0,-0.373134024
2024-01-17 00:00:00-05:00,4739.129883,4744.22998,4714.819824,4739.209961,3928600000,0,0,-0.561689718
2024-01-18 00:00:00-05:00,4760.100098,4785.790039,4740.569824,4780.939941,4019000000,0,0,0.880526096
2024-01-19 00:00:00-05:00,4796.279785,4842.069824,4785.870117,4839.810059,4287200000,0,0,1.231350276
2024-01-22 00:00:00-05:00,4853.419922,4868.410156,4844.049805,4850.430176,4297610000,0,0,0.21943252
2024-01-23 00:00:00-05:00,4856.799805,4866.47998,4844.370117,4864.600098,3912800000,0,0,0.292137426
2024-01-24 00:00:00-05:00,4888.560059,4903.680176,4865.939941,4868.549805,4330030000,0,0,0.081192841
2024-01-25 00:00:00-05:00,4886.660156,4898.149902,4869.339844,4894.160156,4020430000,0,0,0.526036553
2024-01-26 00:00:00-05:00,4888.910156,4906.689941,4881.470215,4890.970215,3353400000,0,0,-0.065178525
2024-01-29 00:00:00-05:00,4892.950195,4929.310059,4887.399902,4927.930176,3525160000,0,0,0.75567749
2024-01-30 00:00:00-05:00,4925.890137,4931.089844,4916.27002,4924.970215,3836130000,0,0,-0.060064993
2024-01-31 00:00:00-05:00,4899.189941,4906.75,4845.149902,4845.649902,4696120000,0,0,-1.610574461
2024-02-01 00:00:00-05:00,4861.109863,4906.970215,4853.52002,4906.189941,4386090000,0,0,1.249368821
2024-02-02 00:00:00-05:00,4916.060059,4975.290039,4907.990234,4958.609863,3974350000,0,0,1.068444608
2024-02-05 00:00:00-05:00,4957.189941,4957.189941,4918.089844,4942.810059,4023640000,0,0,-0.318633753
2024-02-06 00:00:00-05:00,4950.160156,4957.77002,4934.879883,4954.22998,4440880000,0,0,0.231041083
2024-02-07 00:00:00-05:00,4973.049805,4999.890137,4969.049805,4995.060059,4895590000,0,0,0.824145796
2024-02-08 00:00:00-05:00,4995.160156,5000.399902,4987.089844,4997.910156,4341860000,0,0,0.057058326
2024-02-09 00:00:00-05:00,5004.169922,5030.060059,5000.339844,5026.609863,3912990000,0,0,0.574234153
2024-02-12 00:00:00-05:00,5026.830078,5048.390137,5016.830078,5021.839844,3805740000,0,0,-0.09489536
2024-02-13 00:00:00-05:00,4967.939941,4971.299805,4920.310059,4953.169922,4302190000,0,0,-1.367425565
2024-02-14 00:00:00-05:00,4976.439941,5002.52002,4956.450195,5000.620117,3845600000,0,0,0.957976328
2024-02-15 00:00:00-05:00,5003.140137,5032.720215,4999.439941,5029.72998,4137970000,0,0,0.582125068
2024-02-16 00:00:00-05:00,5031.129883,5038.700195,4999.52002,5005.569824,3833270000,0,0,-0.480346984
2024-02-20 00:00:00-05:00,4989.319824,4993.709961,4955.02002,4975.509766,4034880000,0,0,-0.6005322
2024-02-21 00:00:00-05:00,4963.029785,4983.209961,4946,4981.799805,3788390000,0,0,0.126419992
2024-02-22 00:00:00-05:00,5038.830078,5094.390137,5038.830078,5087.029785,4051710000,0,0,2.112288422
2024-02-23 00:00:00-05:00,5100.919922,5111.060059,5081.459961,5088.799805,3672790000,0,0,0.034794755
2024-02-26 00:00:00-05:00,5093,5097.660156,5068.910156,5069.529785,3683930000,0,0,-0.378675135
2024-02-27 00:00:00-05:00,5074.600098,5080.689941,5057.290039,5078.180176,3925950000,0,0,0.17063497
2024-02-28 00:00:00-05:00,5067.200195,5077.370117,5058.350098,5069.759766,3789370000,0,0,-0.165815506
2024-02-29 00:00:00-05:00,5085.359863,5104.990234,5061.890137,5096.27002,5219740000,0,0,0.52290947
2024-03-01 00:00:00-05:00,5098.509766,5140.330078,5094.160156,5137.080078,4748110000,0,0,0.800782895
2024-03-04 00:00:00-05:00,5130.990234,5149.669922,5127.180176,5130.950195,4758440000,0,0,-0.119326207
2024-03-05 00:00:00-05:00,5110.52002,5114.540039,5056.819824,5078.649902,4418410000,0,0,-1.019310088
2024-03-06 00:00:00-05:00,5108.029785,5127.970215,5092.220215,5104.759766,4559050000,0,0,0.51411032
2024-03-07 00:00:00-05:00,5132.379883,5165.620117,5128.209961,5157.359863,4137980000,0,0,1.030412793
