,Dow Jones,Dow Jones,S&P 500,S&P 500,NASDAQ,NASDAQ
,Close,Change %,Close,Change %,Close,Change %
Date,,,,,,
2023-09-27 00:00:00-04:00,33550.26953,-0.204079902,4274.509766,0.022931406,13092.84961,0.223822183
2023-09-28 00:00:00-04:00,33666.33984,0.345959404,4299.700195,0.589317397,13201.28027,0.828167032
2023-09-29 00:00:00-04:00,33507.5,-0.471806096,4288.049805,-0.270958209,13219.32031,0.136653708
2023-10-02 00:00:00-04:00,33433.35156,-0.221289077,4288.390137,0.007936756,13307.76953,0.669090518
2023-10-03 00:00:00-04:00,33002.37891,-1.289050113,4229.450195,-1.374407167,13059.46973,-1.865825855
2023-10-04 00:00:00-04:00,33129.55078,0.38534154,4263.75,0.810975496,13236.00977,1.351816289
2023-10-05 00:00:00-04:00,33119.57031,-0.030125578,4258.189941,-0.130403016,13219.83008,-0.122239918
2023-10-06 00:00:00-04:00,33407.57813,0.869600088,4308.5,1.181489301,13431.33984,1.599943149
2023-10-09 00:00:00-04:00,33604.64844,0.589897034,4335.660156,0.63038543,13484.24023,0.393857882
2023-10-10 00:00:00-04:00,33739.30078,0.400695588,4358.240234,0.520799078,13562.83984,0.5828998
2023-10-11 00:00:00-04:00,33804.87109,0.194344017,4376.950195,0.429300817,13659.67969,0.714008606
2023-10-12 00:00:00-04:00,33631.14063,-0.513921406,4349.609863,-0.624643435,13574.21973,-0.625636639
2023-10-13 00:00:00-04:00,33670.28906,0.116405322,4327.779785,-0.501885889,13407.23047,-1.230194156
2023-10-16 00:00:00-04:00,33984.53906,0.933315421,4373.629883,1.059436938,13567.98047,1.198979911
2023-10-17 00:00:00-04:00,33997.64844,0.038574526,4373.200195,-0.009824505,13533.75,-0.252288606
2023-10-18 00:00:00-04:00,33665.07813,-0.978215635,4314.600098,-1.339982051,13314.2998,-1.621503244
2023-10-19 00:00:00-04:00,33414.17188,-0.745301256,4278,-0.84828482,13186.17969,-0.96227454
2023-10-20 00:00:00-04:00,33127.28125,-0.858589661,4224.160156,-1.258528372,12983.80957,-1.534713784
2023-10-23 00:00:00-04:00,32936.41016,-0.576174943,4217.040039,-0.168556989,13018.33008,0.265873491
2023-10-24 00:00:00-04:00,33141.37891,0.622316607,4247.680176,0.726579222,13139.87012,0.933606986
2023-10-25 00:00:00-04:00,33035.92969,-0.318179938,4186.77002,-1.433962863,12821.21973,-2.425064995
2023-10-26 00:00:00-04:00,32784.30078,-0.761682534,4137.22998,-1.183251978,12595.61035,-1.7596561
2023-10-27 00:00:00-04:00,32417.58984,-1.118556531,4117.370117,-0.480028023,12643.00977,0.376316929
2023-10-30 00:00:00-04:00,32928.96094,1.577449453,4166.819824,1.201002233,12789.48047,1.15851135
2023-10-31 00:00:00-04:00,33052.87109,0.376295373,4193.799805,0.647495731,12851.24023,0.482895031
2023-11-01 00:00:00-04:00,33274.57813,0.67076482,4237.859863,1.050599949,13061.46973,1.635869289
2023-11-02 00:00:00-04:00,33839.07813,1.696490329,4317.779785,1.885855702,13294.19043,1.78173443
2023-11-03 00:00:00-04:00,34061.32031,0.656761945,4358.339844,0.939373025,13478.28027,1.384739031
2023-11-06 00:00:00-05:00,34095.85938,0.101402594,4365.97998,0.175299242,13518.78027,0.300483438
2023-11-07 00:00:00-05:00,34152.60156,0.166419584,4378.379883,0.284011892,13639.86035,0.89564351
2023-11-08 00:00:00-05:00,34112.26953,-0.118093584,4382.779785,0.100491562,13650.41016,0.077345401
2023-11-09 00:00:00-05:00,33891.94141,-0.645891135,4347.350098,-0.808383931,13521.4502,-0.944733231
2023-11-10 00:00:00-05:00,34283.10156,1.154139126,4415.240234,1.561644109,13798.11035,2.046083462
2023-11-13 00:00:00-05:00,34337.87109,0.15975664,4411.549805,-0.083583893,13767.74023,-0.220103452
2023-11-14 00:00:00-05:00,34827.69922,1.426495323,4495.700195,1.90750177,14094.37988,2.372500083
2023-11-15 00:00:00-05:00,34991.21094,0.46948757,4502.879883,0.159701208,14103.83984,0.067118674
2023-11-16 00:00:00-05:00,34945.46875,-0.130724791,4508.240234,0.119042739,14113.66992,0.069697885
2023-11-17 00:00:00-05:00,34947.28125,0.005186652,4514.02002,0.128204906,14125.48047,0.083681615
2023-11-20 00:00:00-05:00,35151.03906,0.583043388,4547.379883,0.73902781,14284.53027,1.125978016
2023-11-21 00:00:00-05:00,35088.28906,-0.178515349,4538.189941,-0.20209311,14199.98047,-0.59189769
2023-11-22 00:00:00-05:00,35273.03125,0.526506685,4556.620117,0.406112922,14265.86035,0.463943475
2023-11-24 00:00:00-05:00,35390.14844,0.332030402,4559.339844,0.059687367,14250.84961,-0.105221429
2023-11-27 00:00:00-05:00,35333.46875,-0.160156682,4550.430176,-0.195415746,14241.01953,-0.068978892
2023-11-28 00:00:00-05:00,35416.98047,0.236353015,4554.890137,0.098011853,14281.75977,0.286076669
2023-11-29 00:00:00-05:00,35430.42188,0.03795187,4550.580078,-0.094624864,14258.49023,-0.162931821
2023-11-30 00:00:00-05:00,35950.89063,1.468988294,4567.799805,0.378407286,14226.21973,-0.226324858
2023-12-01 00:00:00-05:00,36245.5,0.819477264,4594.629883,0.587374212,14305.03027,0.553980948
2023-12-04 00:00:00-05:00,36204.44141,-0.113279148,4569.779785,-0.540850913,14185.49023,-0.835650375
2023-12-05 00:00:00-05:00,36124.55859,-0.220643682,4567.180176,-0.056886973,14229.91016,0.313136318
2023-12-06 00:00:00-05:00,36054.42969,-0.194130832,4549.339844,-0.390620281,14146.70996,-0.584685317
2023-12-07 00:00:00-05:00,36117.37891,0.174594965,4585.589844,0.796818907,14339.99023,1.366255999
2023-12-08 00:00:00-05:00,36247.87109,0.36130027,4604.370117,0.409549787,14403.96973,0.446161337
2023-12-11 00:00:00-05:00,36404.92969,0.433290533,4622.439941,0.392449429,14432.49023,0.198004497
2023-12-12 00:00:00-05:00,36577.94141,0.475242557,4643.700195,0.459935752,14533.40039,0.699187421
2023-12-13 00:00:00-05:00,37090.23828,1.400562348,4707.089844,1.365067635,14733.95996,1.379990676
2023-12-14 00:00:00-05:00,37248.35156,0.426293517,4719.549805,0.264706248,14761.55957,0.187319698
2023-12-15 00:00:00-05:00,37305.16016,0.152513041,4719.189941,-0.007624949,14813.91992,0.35470745
2023-12-18 00:00:00-05:00,37306.01953,0.002303636,4740.560059,0.452834437,14904.80957,0.613542188
2023-12-19 00:00:00-05:00,37557.92188,0.675232434,4768.370117,0.586640782,15003.21973,0.660257723
