Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change %
2022-12-22 00:00:00-05:00,10586.45996,10599.33984,10313.32031,10476.12012,5125070000,0,0,-2.177999242
2022-12-23 00:00:00-05:00,10437.75,10514.75977,10361.82031,10497.86035,3544680000,0,0,0.207521813
2022-12-27 00:00:00-05:00,10462.19043,10472.32031,10340.73047,10353.23047,3827290000,0,0,-1.377708199
2022-12-28 00:00:00-05:00,10339.2002,10414.82031,10207.46973,10213.29004,3842970000,0,0,-1.351659563
2022-12-29 00:00:00-05:00,10321.45996,10502.08008,10301.05957,10478.08984,4154100000,0,0,2.592698373
2022-12-30 00:00:00-05:00,10368.37012,10468.30957,10324.7002,10466.48047,3959030000,0,0,-0.110796674
2023-01-03 00:00:00-05:00,10562.05957,10613.05957,10309.16016,10386.98047,4780650000,0,0,-0.759567653
2023-01-04 00:00:00-05:00,10467.82031,10515.21973,10337.63965,10458.75977,5085380000,0,0,0.691050658
2023-01-05 00:00:00-05:00,10390.30957,10393.21973,10295.25,10305.24023,4764270000,0,0,-1.467855986
2023-01-06 00:00:00-05:00,10363.95996,10604.13965,10265.04004,10569.29004,5199780000,0,0,2.562286746
2023-01-09 00:00:00-05:00,10662.09961,10807.25977,10619.12012,10635.65039,5132190000,0,0,0.627860067
2023-01-10 00:00:00-05:00,10607.71973,10743.66992,10589.58984,10742.62988,4710680000,0,0,1.005857548
2023-01-11 00:00:00-05:00,10794.99023,10932.44043,10762.73047,10931.66992,5284390000,0,0,1.759718441
2023-01-12 00:00:00-05:00,10969.25977,11027.75,10797.12012,11001.09961,5681240000,0,0,0.635124258
2023-01-13 00:00:00-05:00,10906.37012,11084.00977,10900.16016,11079.16016,5077990000,0,0,0.709570403
2023-01-17 00:00:00-05:00,11070,11145.44043,11024.71973,11095.11035,5138410000,0,0,0.143965744
2023-01-18 00:00:00-05:00,11170.9502,11223.41016,10952.0498,10957.00977,5288630000,0,0,-1.244697723
2023-01-19 00:00:00-05:00,10890.40039,10932.51953,10804.57031,10852.26953,4660800000,0,0,-0.955919878
2023-01-20 00:00:00-05:00,10924.66016,11143.16992,10885.65039,11140.42969,5980110000,0,0,2.655298557
2023-01-23 00:00:00-05:00,11171.94043,11405.5,11144.03027,11364.41016,5997810000,0,0,2.010519118
2023-01-24 00:00:00-05:00,11302.92969,11378.15039,11282.65039,11334.26953,5670860000,0,0,-0.26521944
2023-01-25 00:00:00-05:00,11146.53027,11334.21973,11069.17969,11313.36035,5485570000,0,0,-0.184477523
2023-01-26 00:00:00-05:00,11458.40039,11516.0498,11341.19043,11512.41016,5732890000,0,0,1.759422475
2023-01-27 00:00:00-05:00,11470.46973,11691.88965,11470.26953,11621.70996,6243800000,0,0,0.949408536
2023-01-30 00:00:00-05:00,11512.33984,11553.30957,11388.54004,11393.80957,5122320000,0,0,-1.960988455
2023-01-31 00:00:00-05:00,11398.58008,11586.00977,11398.37012,11584.5498,5695150000,0,0,1.674069004
2023-02-01 00:00:00-05:00,11573.13965,11904.01953,11500.33008,11816.32031,6336040000,0,0,2.00068636
2023-02-02 00:00:00-05:00,12065.15039,12269.5498,12024.13965,12200.82031,7038210000,0,0,3.253974078
2023-02-03 00:00:00-05:00,11946.86035,12231.30957,11946.86035,12006.9502,5954490000,0,0,-1.588992479
2023-02-06 00:00:00-05:00,11904.41016,11973.41016,11843.49023,11887.4502,5538350000,0,0,-0.995256898
2023-02-07 00:00:00-05:00,11891.25,12150.21973,11836.78027,12113.79004,5720240000,0,0,1.904023487
2023-02-08 00:00:00-05:00,12069.12012,12096.38965,11890.08984,11910.51953,5052870000,0,0,-1.678009171
2023-02-09 00:00:00-05:00,12069.09961,12070.95996,11745.11035,11789.58008,5536290000,0,0,-1.015400317
2023-02-10 00:00:00-05:00,11714.59961,11775.7998,11630.54004,11718.12012,4885030000,0,0,-0.606128127
2023-02-13 00:00:00-05:00,11759.08984,11910.91992,11719.73047,11891.79004,4752880000,0,0,1.482062994
2023-02-14 00:00:00-05:00,11808.2002,11999.84961,11760.55957,11960.15039,5032430000,0,0,0.574853334
2023-02-15 00:00:00-05:00,11905.12012,12071.29004,11876.82031,12070.58984,5056640000,0,0,0.923395188
2023-02-16 00:00:00-05:00,11896.30957,12040.33984,11853.36035,11855.83008,5159410000,0,0,-1.779198601
2023-02-17 00:00:00-05:00,11777.5,11803.21973,11673.20996,11787.26953,4925230000,0,0,-0.578285505
2023-02-21 00:00:00-05:00,11640.37012,11684.13965,11491.17969,11492.2998,5002540000,0,0,-2.502443215
2023-02-22 00:00:00-05:00,11517.2002,11582.51953,11445.16992,11507.07031,4671270000,0,0,0.128525257
2023-02-23 00:00:00-05:00,11636.92969,11638.98047,11432.58008,11590.40039,4714580000,0,0,0.724164152
2023-02-24 00:00:00-05:00,11404.17969,11434.36035,11334.46973,11394.94043,4432650000,0,0,-1.686395244
2023-02-27 00:00:00-05:00,11517.19043,11565.23047,11444.59961,11466.98047,4494000000,0,0,0.632210756
2023-02-28 00:00:00-05:00,11451.0498,11548.23047,11435.38965,11455.54004,5340950000,0,0,-0.099768459
2023-03-01 00:00:00-05:00,11447.58008,11479,11349.87012,11379.48047,4927530000,0,0,-0.663954471
2023-03-02 00:00:00-05:00,11273.76953,11487.58984,11273.61035,11462.98047,5313760000,0,0,0.733776909
2023-03-03 00:00:00-05:00,11524.65039,11699.62988,11514.74023,11689.00977,5102210000,0,0,1.971819611
2023-03-06 00:00:00-05:00,11736.87012,11827.91992,11667.48047,11675.74023,4982880000,0,0,-0.113521432
2023-03-07 00:00:00-05:00,11670.98047,11705.95996,11512.03027,11530.33008,5422820000,0,0,-1.245404174
2023-03-08 00:00:00-05:00,11553.08984,11601.23047,11487.75,11576,5085970000,0,0,0.396085121
2023-03-09 00:00:00-05:00,11578.30957,11667.12012,11319.98047,11338.34961,5061790000,0,0,-2.052957763
2023-03-10 00:00:00-05:00,11325.36035,11373.80957,11093.86035,11138.88965,6193500000,0,0,-1.759162204
2023-03-13 00:00:00-04:00,11041.45996,11326.73047,10982.7998,11188.83984,6201490000,0,0,0.448430651
2023-03-14 00:00:00-04:00,11357.73047,11467.01953,11284.92969,11428.15039,5533120000,0,0,2.138832535
2023-03-15 00:00:00-04:00,11291.16992,11447.90039,11238.44043,11434.0498,5912430000,0,0,0.051621775
2023-03-16 00:00:00-04:00,11384.87012,11733.7998,11365.49023,11717.28027,5498920000,0,0,2.477079194
2023-03-17 00:00:00-04:00,11696.33984,11773.11035,11562.62988,11630.50977,7903090000,0,0,-0.740534542
2023-03-20 00:00:00-04:00,11614.38965,11695.5498,11550.69043,11675.54004,4970630000,0,0,0.387173687
2023-03-21 00:00:00-04:00,11764.79004,11879.16016,11724.91016,11860.11035,4829870000,0,0,1.580828911
2023-03-22 00:00:00-04:00,11857.5,12013.99023,11666.84961,11669.95996,4981590000,0,0,-1.60327674
2023-03-23 00:00:00-04:00,11811.32031,11962.69043,11684.51953,11787.40039,4917460000,0,0,1.00634818
2023-03-24 00:00:00-04:00,11747.62012,11826.23047,11670.66992,11823.95996,4363650000,0,0,0.310158042
2023-03-27 00:00:00-04:00,11868.54004,11903.20996,11739.0498,11768.83984,4330320000,0,0,-0.46617307
2023-03-28 00:00:00-04:00,11752.75977,11752.75977,11635.03027,11716.08008,4036910000,0,0,-0.448300481
2023-03-29 00:00:00-04:00,11855.58984,11941.59961,11823.34961,11926.24023,4493540000,0,0,1.793775348
2023-03-30 00:00:00-04:00,12010.4502,12044.79004,11953.37012,12013.46973,4738880000,0,0,0.731408143
2023-03-31 00:00:00-04:00,12031.54004,12227.92969,12030.44043,12221.91016,5521150000,0,0,1.73505602
2023-04-03 00:00:00-04:00,12146.08984,12196.33984,12086.51953,12189.4502,4816440000,0,0,-0.26558828
2023-04-04 00:00:00-04:00,12208.49023,12224.67969,12081.80957,12126.33008,4298760000,0,0,-0.517825793
2023-04-05 00:00:00-04:00,12081.75977,12086.75,11931.84961,11996.86035,4378590000,0,0,-1.067674438
2023-04-06 00:00:00-04:00,11939.08008,12098.5,11898.36035,12087.95996,3862800000,0,0,0.759362089
2023-04-10 00:00:00-04:00,11975.12988,12084.9502,11924.2002,12084.36035,4334070000,0,0,-0.029778469
2023-04-11 00:00:00-04:00,12080.24023,12091.26953,12011.40039,12031.87988,4676960000,0,0,-0.434284209
2023-04-12 00:00:00-04:00,12110.87012,12134.5,11916.54004,11929.33984,4909770000,0,0,-0.852236226
2023-04-13 00:00:00-04:00,11997.41992,12178.7998,11995.94043,12166.26953,4942990000,0,0,1.98610896
2023-04-14 00:00:00-04:00,12117.91016,12205.71973,12026.5498,12123.46973,4655740000,0,0,-0.3517907
2023-04-17 00:00:00-04:00,12108.23047,12159.01953,12064.09961,12157.71973,4823180000,0,0,0.282509882
2023-04-18 00:00:00-04:00,12234.55957,12245.42969,12110.23047,12153.41016,4851810000,0,0,-0.035447192
2023-04-19 00:00:00-04:00,12063.67969,12191.09961,12060.16992,12157.23047,4972700000,0,0,0.031434079
2023-04-20 00:00:00-04:00,12039.08008,12155.95996,12011.9502,12059.55957,4590530000,0,0,-0.803397605
2023-04-21 00:00:00-04:00,12046.03027,12097.15039,11986.82031,12072.45996,4868050000,0,0,0.10697232
2023-04-24 00:00:00-04:00,12053.46973,12103.58008,11960.2998,12037.2002,4854050000,0,0,-0.292067779
2023-04-25 00:00:00-04:00,11968.80957,11990.45996,11798.76953,11799.16016,4806020000,0,0,-1.977536597
2023-04-26 00:00:00-04:00,11913.23047,11967.99023,11833.07031,11854.34961,5281970000,0,0,0.46774052
2023-04-27 00:00:00-04:00,11972.15039,12154.00977,11950.91992,12142.24023,5253710000,0,0,2.428565332
2023-04-28 00:00:00-04:00,12117.54004,12227.71973,12082.57031,12226.58008,5331380000,0,0,0.694598708
2023-05-01 00:00:00-04:00,12210.0498,12261.32031,12181.08008,12212.59961,5168430000,0,0,-0.114344884
2023-05-02 00:00:00-04:00,12198.01953,12206.58008,12015.23047,12080.50977,5501410000,0,0,-1.081586623
2023-05-03 00:00:00-04:00,12097.04004,12212.5498,12022.45996,12025.33008,5782160000,0,0,-0.456766217
2023-05-04 00:00:00-04:00,11997.33984,12033.15039,11925.37012,11966.40039,4745780000,0,0,-0.49004632
2023-05-05 00:00:00-04:00,12073.03027,12264.83008,12065.71973,12235.41016,4574790000,0,0,2.248042493
2023-05-08 00:00:00-04:00,12231.67969,12264.99023,12178.25977,12256.91992,4216360000,0,0,0.175799302
2023-05-09 00:00:00-04:00,12195.78027,12216.12988,12174.05957,12179.5498,4126780000,0,0,-0.631236213
2023-05-10 00:00:00-04:00,12286.66016,12337.69043,12180.86035,12306.44043,4948260000,0,0,1.041833459
2023-05-11 00:00:00-04:00,12321.25977,12347.37988,12255.44043,12328.50977,4489490000,0,0,0.179331595
2023-05-12 00:00:00-04:00,12350.51953,12364.65039,12209.58008,12284.74023,4170000000,0,0,-0.355026942
2023-05-15 00:00:00-04:00,12301.16992,12376.40039,12263.34961,12365.20996,3979290000,0,0,0.65503808
2023-05-16 00:00:00-04:00,12327.0498,12403.80957,12324.51953,12343.0498,4067510000,0,0,-0.179213748
2023-05-17 00:00:00-04:00,12388.58008,12514.07031,12335.01953,12500.57031,4501820000,0,0,1.276187898
2023-05-18 00:00:00-04:00,12513.87012,12698.5,12512.25977,12688.83984,4532890000,0,0,1.506087535
2023-05-19 00:00:00-04:00,12709.45996,12731.73047,12624.05957,12657.90039,3935780000,0,0,-0.243832009
2023-05-22 00:00:00-04:00,12664.44043,12756.23047,12655.25977,12720.78027,4278920000,0,0,0.496763925
2023-05-23 00:00:00-04:00,12652.87988,12709.74023,12554.42969,12560.25,4347440000,0,0,-1.261953041
2023-05-24 00:00:00-04:00,12481.88965,12529.62988,12415.84961,12484.16016,4088270000,0,0,-0.6057988
2023-05-25 00:00:00-04:00,12706.44043,12736.91992,12604.88965,12698.08984,4651640000,0,0,1.713608964
2023-05-26 00:00:00-04:00,12736.41992,13001.91016,12729.74023,12975.69043,4434070000,0,0,2.186160197
2023-05-30 00:00:00-04:00,13109.09961,13154.29004,12968.12012,13017.42969,4843470000,0,0,0.321672731
2023-05-31 00:00:00-04:00,12968.37988,13029.08008,12889.37012,12935.29004,5905760000,0,0,-0.630997443
2023-06-01 00:00:00-04:00,12944.45996,13141.83008,12903.62988,13100.98047,4610310000,0,0,1.280917778
2023-06-02 00:00:00-04:00,13190.48047,13256.20996,13125.86035,13240.76953,4426760000,0,0,1.06701222
2023-06-05 00:00:00-04:00,13238.48047,13330.65039,13194.9502,13229.42969,4344280000,0,0,-0.085643389
2023-06-06 00:00:00-04:00,13199.58984,13306.20996,13165.65039,13276.41992,4810910000,0,0,0.35519471
2023-06-07 00:00:00-04:00,13295.25977,13361.90039,13089.48047,13104.90039,5270600000,0,0,-1.291911014
2023-06-08 00:00:00-04:00,13113.26953,13248.59961,13101.17969,13238.51953,4280160000,0,0,1.019612028
2023-06-09 00:00:00-04:00,13312.38965,13385.9502,13229.33008,13259.13965,4412710000,0,0,0.155758483
2023-06-12 00:00:00-04:00,13326.37012,13465.91016,13302.58008,13461.91992,4722680000,0,0,1.529362227
2023-06-13 00:00:00-04:00,13566.53027,13594.40039,13473.19043,13573.32031,5522100000,0,0,0.827522309
2023-06-14 00:00:00-04:00,13570.55957,13661.74023,13455.99023,13626.48047,5772550000,0,0,0.391651822
2023-06-15 00:00:00-04:00,13572.87988,13828.16992,13561.37012,13782.82031,5667520000,0,0,1.147323728
2023-06-16 00:00:00-04:00,13859.07031,13864.05957,13680.9502,13689.57031,8076530000,0,0,-0.676566899
2023-06-20 00:00:00-04:00,13642.29004,13711.17969,13561.83984,13667.29004,5237710000,0,0,-0.162753636
2023-06-21 00:00:00-04:00,13620.87012,13638.57031,13460.94043,13502.2002,5194640000,0,0,-1.20791937
2023-06-22 00:00:00-04:00,13443.41016,13631.84961,13441.55957,13630.61035,4499550000,0,0,0.951031346
2023-06-23 00:00:00-04:00,13484.09961,13572.19043,13442.65039,13492.51953,7734500000,0,0,-1.013093447
