,Dow Jones,Dow Jones,S&P 500,S&P 500,NASDAQ,NASDAQ
,Close,Change %,Close,Change %,Close,Change %
Date,,,,,,
2015-08-25 00:00:00-04:00,15666.44043,-1.291063361,1867.609985,-1.352199498,4506.490234,-0.436559307
2015-08-26 00:00:00-04:00,16285.50977,3.951563463,1940.51001,3.903385877,4697.540039,4.239436785
2015-08-27 00:00:00-04:00,16654.76953,2.267413001,1987.660034,2.429774862,4812.709961,2.451707083
2015-08-28 00:00:00-04:00,16643.00977,-0.070608996,1988.869995,0.060873636,4828.319824,0.324346645
2015-08-31 00:00:00-04:00,16528.0293,-0.690863434,1972.180054,-0.839167037,4776.509766,-1.073045293
2015-09-01 00:00:00-04:00,16058.34961,-2.841716209,1913.849976,-2.957644664,4636.100098,-2.939587164
2015-09-02 00:00:00-04:00,16351.37988,1.824784493,1948.859985,1.8292975,4749.97998,2.456372391
2015-09-03 00:00:00-04:00,16374.75977,0.142984158,1951.130005,0.116479355,4733.5,-0.346948419
2015-09-04 00:00:00-04:00,16102.37988,-1.663413001,1921.219971,-1.532959572,4683.919922,-1.047429558
2015-09-08 00:00:00-04:00,16492.67969,2.423864097,1969.410034,2.508305359,4811.930176,2.732972725
2015-09-09 00:00:00-04:00,16253.57031,-1.449790935,1942.040039,-1.389756051,4756.529785,-1.151313269
2015-09-10 00:00:00-04:00,16330.40039,0.472696624,1952.290039,0.527795503,4796.25,0.83506709
2015-09-11 00:00:00-04:00,16433.08984,0.628823854,1961.050049,0.448704321,4822.339844,0.543963383
2015-09-14 00:00:00-04:00,16370.95996,-0.378077911,1953.030029,-0.408965571,4805.759766,-0.343818119
2015-09-15 00:00:00-04:00,16599.84961,1.39814433,1978.089966,1.283131142,4860.52002,1.139471313
2015-09-16 00:00:00-04:00,16739.94922,0.843981197,1995.310059,0.870541435,4889.240234,0.590887698
2015-09-17 00:00:00-04:00,16674.74023,-0.389541112,1990.199951,-0.256105932,4893.950195,0.096333187
2015-09-18 00:00:00-04:00,16384.58008,-1.740118,1958.030029,-1.616416574,4827.22998,-1.363320266
2015-09-21 00:00:00-04:00,16510.18945,0.76663164,1966.969971,0.456578361,4828.950195,0.035635651
2015-09-22 00:00:00-04:00,16330.46973,-1.088538245,1942.73999,-1.231842927,4756.720215,-1.495769837
2015-09-23 00:00:00-04:00,16279.88965,-0.30972825,1938.76001,-0.204864289,4752.740234,-0.083670687
2015-09-24 00:00:00-04:00,16201.32031,-0.4826159,1932.23999,-0.336298433,4734.47998,-0.384204754
2015-09-25 00:00:00-04:00,16314.66992,0.699631926,1931.339966,-0.046579329,4686.5,-1.01341606
2015-09-28 00:00:00-04:00,16001.88965,-1.917171937,1881.77002,-2.566609047,4543.970215,-3.041284224
