date,mean_headline_sent,mean_content_sent,sp_close,sp_close_next,target,MA_5,MA_10,RSI,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower,sentiment_change_1,sentiment_change_2,sentiment_change_3,sentiment_lag_1,sentiment_lag_2,sentiment_lag_3,sp_return,sp_return_lag_1,sp_return_lag_2,sp_return_lag_3,sp_return_mean_5,sp_close_lag_1,sp_close_lag_2,sp_close_lag_3
2018-01-23,-0.1347182422876358,0.0,2839.13,2837.54,0,2816.598,2791.273,90.22678791961407,34.47502921252544,24.881514383637363,9.593514828888079,2853.8956853109553,2728.650314689045,-0.07401225864887237,-0.09370222687721251,0.06028802543878556,-0.06070598363876343,-0.04101601541042328,-0.19500626772642135,0.002174396481431362,0.008066754439027823,0.004385228178396927,-0.001616379310344751,0.004485000368302972,2832.97,2810.3,2798.03
2018-01-24,-0.31219800710678103,0.0,2837.54,2839.25,1,2823.594,2799.898,88.30625307730205,35.95659156015927,27.096529818941747,8.860061741217521,2861.800038595038,2737.995961404962,-0.17747976481914524,-0.2514920234680176,-0.27118199169635776,-0.1347182422876358,-0.06070598363876343,-0.04101601541042328,-0.0005600307136341964,0.002174396481431362,0.008066754439027823,0.004385228178396927,0.002489993814975433,2839.13,2832.97,2810.3
2018-01-25,0.06376065611839295,0.0,2839.25,2872.87,1,2831.8379999999997,2809.0,87.60276654051962,36.84400831046878,29.046025517247156,7.797982793221625,2863.4557883873536,2754.5442116126464,0.37595866322517396,0.19847889840602873,0.12446663975715638,-0.31219800710678103,-0.1347182422876358,-0.06070598363876343,0.0006026346765155566,-0.0005600307136341964,0.002174396481431362,0.008066754439027823,0.0029337966123474946,2837.54,2839.13,2832.97
2018-01-26,-0.1646294578909874,0.0,2872.87,2853.53,0,2844.352,2819.531,88.67159551633695,39.80134042754344,31.197088499306414,8.604251928237023,2878.880464810836,2760.1815351891637,-0.22839011400938036,0.14756854921579363,-0.02991121560335161,0.06376065611839295,-0.31219800710678103,-0.1347182422876358,0.011841155234656897,0.0006026346765155566,-0.0005600307136341964,0.002174396481431362,0.004424982023599489,2839.25,2837.54,2839.13
2018-01-29,-0.06034371852874756,0.0,2853.53,2822.43,0,2848.4640000000004,2826.26,78.99178082191807,40.121969973085925,32.98206479406232,7.139905179023607,2884.072549963937,2768.4474500360634,0.10428573936223984,-0.1241043746471405,0.2518542885780335,-0.1646294578909874,0.06376065611839295,-0.31219800710678103,-0.006731944014173874,0.011841155234656897,0.0006026346765155566,-0.0005600307136341964,0.001465242332959149,2872.87,2839.25,2837.54
2018-01-30,-0.16881150454282762,0.0,2822.43,2823.81,1,2845.124,2830.861,66.93648223978673,37.435033349529476,33.872658505155755,3.5623748443737213,2877.2367881753853,2784.4852118246145,-0.10846778601408005,-0.0041820466518402155,-0.23257216066122055,-0.06034371852874756,-0.1646294578909874,0.06376065611839295,-0.010898781509218525,-0.006731944014173874,0.011841155234656897,0.0006026346765155566,-0.0011493932651708283,2853.53,2872.87,2839.25
2018-01-31,-0.10641291141510009,0.0,2823.81,2821.98,0,2842.3779999999997,2832.986,68.138619564174,35.01335897666331,34.10079859945726,0.9125603772060487,2875.374256444961,2790.597743555039,0.062398593127727525,-0.046069192886352535,0.05821654647588731,-0.16881150454282762,-0.06034371852874756,-0.1646294578909874,0.0004889403811609849,-0.010898781509218525,-0.006731944014173874,0.011841155234656897,-0.000939599046211792,2822.43,2853.53,2872.87
2018-02-01,-0.026187743246555328,0.0,2821.98,2648.94,0,2838.924,2835.381,64.25801718717258,32.57104020616498,33.79484692079881,-1.223806714633831,2871.1864588637513,2799.5755411362484,0.08022516816854476,0.1426237612962723,0.03415597528219223,-0.10641291141510009,-0.16881150454282762,-0.06034371852874756,-0.0006480605989779287,0.0004889403811609849,-0.010898781509218525,-0.006731944014173874,-0.0011897381013104892,2823.81,2822.43,2853.53
2018-02-05,-0.24964851140975952,0.0,2648.94,2695.14,1,2794.138,2819.245,30.112977983777526,16.482601964821242,30.332397929603296,-13.849795964782054,2942.91490912191,2695.5750908780897,-0.2234607681632042,-0.14323559999465943,-0.0808370068669319,-0.026187743246555328,-0.10641291141510009,-0.16881150454282762,-0.06131864860842384,-0.0006480605989779287,0.0004889403811609849,-0.010898781509218525,-0.015821698869926636,2821.98,2823.81,2822.43
2018-02-06,-0.15414209067821502,0.0,2695.14,2681.66,0,2762.46,2805.462,39.34954662194031,7.375334374426075,25.740985218567854,-18.36565084414178,2951.103903249791,2659.820096750209,0.0955064207315445,-0.1279543474316597,-0.04772917926311493,-0.24964851140975952,-0.026187743246555328,-0.10641291141510009,0.017440938639606607,-0.06131864860842384,-0.0006480605989779287,0.0004889403811609849,-0.01098712233917054,2648.94,2821.98,2823.81
