date,mean_headline_sent,mean_content_sent
2017-12-17,0.002116161584854126,0.0
2017-12-18,-0.19750597923994065,0.0
2017-12-19,-0.12724415361881256,0.0
2017-12-20,-0.11142264306545258,0.0
2017-12-21,0.04816052615642548,0.0
2017-12-22,0.02408207058906555,0.0
2017-12-25,-0.009487548470497131,0.0
2017-12-27,-0.0063674688339233395,0.0
2017-12-28,-0.041108548641204834,0.0
2017-12-30,0.08191707730293274,0.0
2017-12-31,-0.0403113454580307,0.0
2018-01-02,0.040372255444526675,0.0
2018-01-03,0.05954388976097107,0.0
2018-01-04,-0.24282594323158263,0.0
2018-01-05,0.050989899039268496,0.0
2018-01-06,-0.10370157361030578,0.0
2018-01-08,-0.1449697345495224,0.0
2018-01-09,-0.16595358550548553,0.0
2018-01-10,-0.1499096378684044,0.0
2018-01-11,-0.16431906521320344,0.0
2018-01-12,0.0985705554485321,0.0
2018-01-14,-0.14470306932926177,0.0
2018-01-15,-0.11107970178127288,0.0
2018-01-16,-0.14675484746694564,0.0
2018-01-17,-0.10506527572870254,0.0
2018-01-18,-0.19500628858804703,0.0
2018-01-19,-0.041015985608100894,0.0
2018-01-21,-0.19348605275154113,0.0
2018-01-22,-0.060706010460853575,0.0
2018-01-23,-0.1347182348370552,0.0
2018-01-24,-0.3121980011463165,0.0
2018-01-25,0.06376072764396667,0.0
2018-01-26,-0.16462945193052292,0.0
2018-01-28,-0.13636595606803895,0.0
2018-01-29,-0.06034367084503174,0.0
2018-01-30,-0.16881148815155028,0.0
2018-01-31,-0.10641292333602906,0.0
2018-02-01,-0.026187749207019807,0.0
2018-02-03,-0.0046201437711715695,0.0
2018-02-04,-0.02085663229227066,0.0
2018-02-05,-0.249648517370224,0.0
2018-02-06,-0.15414204001426696,0.0
2018-02-07,-0.29984230995178224,0.0
2018-02-08,-0.025543560087680817,0.0
2018-02-09,-0.4135121315717697,0.0
2018-02-10,-0.3345514595508575,0.0
2018-02-12,-0.14552598893642427,0.0
2018-02-14,-0.2428377963602543,0.0
2018-02-16,-0.26071784645318985,0.0
2018-02-19,-0.09543852806091309,0.0
2018-02-20,-0.20953333675861358,0.0
2018-02-21,-0.12848914861679078,0.0
2018-02-22,-0.3237548813223839,0.0
2018-02-23,0.00010463297367095948,0.0
2018-02-25,-0.4278162866830826,0.0
2018-02-26,-0.10279656946659088,0.0
2018-02-27,-0.1357279196381569,0.0
2018-02-28,-0.11810100972652435,0.0
2018-03-01,0.07188501358032226,0.0
2018-03-02,-0.08372993767261505,0.0
2018-03-03,0.008544269204139709,0.0
2018-03-04,-0.20360412895679475,0.0
2018-03-05,-0.13194985332943143,0.047619041942414786
2018-03-06,-0.15550292105901808,-0.03693802299953643
2018-03-07,-0.18865060660897232,-0.014651850956242258
2018-03-08,-0.09617332518100738,0.0
2018-03-09,-0.15687114447355271,0.0
2018-03-11,-0.1793775588274002,0.0
2018-03-12,-0.008453204518272764,0.04760019268308367
2018-03-13,-0.2577170342206955,0.0
2018-03-14,-0.1261795401573181,0.0
2018-03-15,-0.29690792560577395,0.0
2018-03-16,-0.1460711032152176,0.0
2018-03-18,-0.11923882067203521,0.0
2018-03-19,-0.13465647470383418,0.04759535335359119
2018-03-20,-0.0572191900328586,-0.09136815133847688
2018-03-21,-0.0688140472260917,-0.04921644126496664
2018-03-22,-0.07570811176812776,-0.22934905880240983
2018-03-23,-0.17622213045756022,-0.05259583552678426
2018-03-24,-0.2415706623684276,-0.20753555948084051
2018-03-25,-0.03559731966570804,-0.03234568238258362
2018-03-26,-0.032885834376017255,-0.05316182454427083
2018-03-27,-0.17526831750462696,-0.0877962977420993
2018-03-28,0.0433520346115797,-0.04184672007193932
2018-03-29,-0.05381665350515631,-0.08660048095485832
2018-03-30,-0.11615016983776558,-0.0458310595372828
2018-03-31,0.0,0.3951125144958496
2018-04-01,-0.7499578297138214,0.0
2018-04-02,-0.26468126688684734,-0.24996359539883478
2018-04-03,-0.005237936576207479,-0.04197133858998617
2018-04-04,-0.09982708927530509,-0.14014488057448313
2018-04-05,-0.14177605850355965,-0.04094607148851667
2018-04-06,-0.20341155281314602,-0.13335921934672765
2018-04-07,-0.09985774159431457,-0.001134854555130005
2018-04-08,-0.06779846819964322,-0.48363419554450293
2018-04-09,-0.08802666397471177,-0.0683241102256273
2018-04-10,-0.07902154614848475,0.033865089057594215
2018-04-11,-0.0718363926491954,-0.08713453059846704
2018-04-12,-0.020993183488431183,0.04851155522940816
2018-04-13,-0.33368402077601506,-0.24972015710977408
2018-04-14,-0.1151522696018219,-0.20775514096021652
2018-04-15,-0.14426233478494593,-0.1873729663926202
2018-04-16,-0.0996143170765468,-0.11045226284435818
2018-04-17,-0.03832603298442464,-0.07795397412609047
2018-04-18,-0.09065441256862576,0.027121567119986326
2018-04-19,-0.20589908915506283,-0.06267475158395902
2018-04-20,-0.047420583566029864,-0.1168465240796407
2018-04-21,-0.1413829496928624,-0.14285259587424143
2018-04-22,-0.08988623789378575,-0.05417828048978533
2018-04-23,-0.1986003967753628,-0.2278733776326765
2018-04-24,-0.0012263114515103791,-0.03792355562511243
2018-04-25,0.009385412991648972,-0.013869231999522507
2018-04-26,-0.01913535517531556,0.05358481020122379
2018-04-27,-0.040053294971585274,-0.007924610748887062
2018-04-28,-0.2506644129753113,-0.1454318960507711
2018-04-29,-0.0956745425860087,-0.2644902308781942
2018-04-30,-0.14427972119301558,-0.15616134833544493
2018-05-01,-0.012600879353213024,0.010377448725413126
2018-05-02,-0.038614374619943125,-0.08487545671286406
2018-05-03,-0.14330467532892696,-0.12661790163790593
2018-05-04,-0.1714063799008727,-0.08639393094927073
2018-05-05,-0.0001095287940081428,0.029454040176728192
2018-05-06,0.0,-0.40253401597340904
2018-05-07,-0.1814821644262834,-0.035006242448633366
2018-05-08,-0.19137466843448467,-0.204627436488422
2018-05-09,-0.08577250601614222,-0.09551451136084164
2018-05-10,-0.034774627725956804,-0.03870634507324736
2018-05-11,-0.14130294803650148,-0.031736213353372386
2018-05-12,-0.2317417814181401,-0.11516064405441284
2018-05-13,-0.652452309926351,-0.33773085474967957
2018-05-14,0.001866687134087804,-0.08385409145470125
2018-05-15,-0.12246261734560311,-0.06142570670828762
2018-05-16,-0.06742293290469957,-0.02626776241737863
2018-05-17,0.021893344899659516,-0.0128386353933683
2018-05-18,-0.11866635971880973,-0.11639048761509835
2018-05-19,-0.16662781437238058,-0.15328070521354675
2018-05-20,-0.2287562056021257,-0.18162863362919202
2018-05-21,-0.1282490849494934,-0.045607704775674
2018-05-22,-0.20001353561014368,-0.22947140534718832
2018-05-23,-0.16802797745913267,-0.03536660969257355
2018-05-24,-0.1845251482886237,-0.18241260019508568
2018-05-25,-0.11734437370953495,-0.10574131877454993
2018-05-26,-0.24996572732925415,0.0
2018-05-27,-0.025393983413433206,-0.06824065282427032
2018-05-28,-0.07684814929962158,0.08531905596072857
2018-05-29,-0.1545039013207677,-0.10450413787221334
2018-05-30,-0.12307801632814004,-0.09931876961614045
2018-05-31,-0.16339766548340579,-0.14888394022562418
2018-06-01,-0.20995377921141112,-0.224212089410195
2018-06-02,-0.08166102568308513,-0.3052565058072408
2018-06-03,-0.21324404289847926,-0.21959371002096878
2018-06-04,-0.27756950914859774,-0.06838548064231872
2018-06-05,0.0024375613421609957,0.010541229215386796
2018-06-06,-0.07714000386851175,-0.083265791620527
2018-06-07,-0.11272756660238226,-0.14720749411177128
2018-06-08,-0.07408128513230218,-0.12659191340208054
2018-06-09,-0.12589821219444275,-1.093447208404541e-05
2018-06-10,-0.13695429409703902,-0.14316254469656176
2018-06-11,-0.1969307206444821,-0.11328920974569806
2018-06-12,-0.1394723178295607,0.005020220962803016
2018-06-13,0.03216015802670832,0.028975021349240657
2018-06-14,-0.1113495580081282,0.017981128445987045
2018-06-15,-0.15238445959030053,-0.17456084260573754
2018-06-16,-0.25537698798709446,0.06457658608754475
2018-06-17,-0.26781192670265835,-0.0814260443051656
2018-06-18,-0.10708262144573151,-0.10612551560477605
2018-06-19,-0.14577174884207705,-0.10239938472179656
2018-06-20,-0.04665308209914196,-0.1349686882163905
2018-06-21,-0.26948594312145285,-0.18084232692849145
2018-06-22,-0.031382256645267295,-0.16939792289572247
2018-06-23,-0.24407926201820374,-0.2499573826789856
2018-06-24,-0.12090488054134228,-0.0736088509912844
2018-06-25,-0.22915955922182868,-0.0809029824593488
2018-06-26,-0.18488613831794867,-0.10777793900441315
2018-06-27,-0.35580748875935875,-0.1351758599281311
2018-06-28,-0.1302312684059143,-0.10372966130574544
2018-06-29,-0.0001660300724541963,-0.09041790730917632
2018-06-30,-0.12354990839958191,-0.3073519319295883
2018-07-01,0.011916625499725341,-0.11444485584894816
2018-07-02,-0.11739445130030314,-0.17260942935943605
2018-07-03,-0.12370661859001432,-0.14677757450512477
2018-07-04,-0.12817343752434912,-0.17860299729286355
2018-07-05,-0.10295842710088511,-0.14999522097775195
